,모델명,날짜,별점,제목,본문
888,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 13 October 2023,3.0 out of 5 stars,Poor sound quality,"I have to keep volume at 75 for normal clear sound
Could have been more better"
889,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 7 November 2023,3.0 out of 5 stars,Pic Quality is good sounds good,Value for money But not Bezel less display
890,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 30 November 2023,3.0 out of 5 stars,Picture quality is good and sound is ok,Sound quality is not that good
891,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 29 October 2023,3.0 out of 5 stars,Good quality from LG but installation facility missing,Technical assistance for Installation did not received from Amazon.
892,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 16 November 2023,3.0 out of 5 stars,Avrage performance,Average performance
893,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 2 October 2023,3.0 out of 5 stars,Bad experience for this tv display problem,"Play Video
Display problem two problems faced not resolved lg and Amazon person check two times but not resolve problem"
894,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 18 May 2024,1.0 out of 5 stars,Such a worst product,"Do not buy this product because this is not a Google tv this is smart tv their is only few applications is working like YouTube, jio-cenima, hotstar and Netflix. In this TV do not have play stor where you can install many apps, game and other stuffs..please don't waste your money in this TV move other like VU, MI, TCL, Acer and etc. because they much better and cheaper... please don't waste money in LG TV"
895,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 21 August 2024,1.0 out of 5 stars,and time only 1 yr warranty . service also delay from us.,Dont buy this waste product
896,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 21 May 2024,1.0 out of 5 stars,Worst lg service,Package was delivered on time but the installation service from LG is too worst. One will be so frustrated by the time ur tv gets installed. They call u and inform u to be available at particular time but they wont respond until EOD. Same continues for so many days and still ur issue wont be solved.
897,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 26 March 2024,1.0 out of 5 stars,Great Disappointment! Absolutely Worst Product !,"Bought it after going through many reviews. But unfortunately, and surprisingly the results are totally adverse.
I see various issues in this LG 55’’ TV. Listing out few below
1. The voice and lip mismatch throughout
2. Lag in loading the videos with the fast internet 5G speed
3. Picture colour quality is extremely low, worst than any cheap local brand TVs

I regret my decision not to return it within the return period. It’s been 1.1 month , so cannot opt or return."
898,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 27 October 2023,2.0 out of 5 stars,Budget TV,"The TV is fine as per the budget but there are a lot of shortcomings. Picture quality is fine, sound quality is absolutely normal, by spending a little more money you can buy Sony Bravia. It is best if the budget is up to Rs 40, otherwise stick with this model."
899,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 December 2023,1.0 out of 5 stars,UR7500PSC panel issue,"I got this tv from DAWNTECH ELECTRONICS PRIVATE LIMITED during dasara sale 2023 which got delivered on Oct 17, since most of the DTH channels are not full screen , I couldn't notice the black wavy curves. but a few YouTube videos are full screen and found it. And also the edges of the tv are not rigid when I press the panel keeps moving inside as if the tv edges are improperly fixed.
I noticed it and quickly raised a complaint.

Surprisingly I spoke with the customer care guys and found out that a request for panel replacement has been raised. I was looking for a piece to piece replacement as it's been hardly 1.5 month and the product it self is defective. Frankly I would say I received a defective product."
900,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 26 July 2024,1.0 out of 5 stars,Irresponsible,I was delivered a damaged product
901,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 4 February 2024,2.0 out of 5 stars,Incomplete supply without stand or wall attachment,"This product was delivered in time but didn’t hv anything like stand or wall attachment. And LG cud not supply a stand easily, not sure whether they can arrange that"
902,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 2 August 2024,1.0 out of 5 stars,Poor product,"Poor product poor quality

After spending 1 lakh got failed, years spend lot of money to repair it , Poor quality service on LG products including my washing machine, technician who comes to across to access problem, we have to pay them, still problem is not rectified, asked company has no answer, technician took extra money from me to rectify problem but can’t do it , poor service of company & your service providers , no more LG product,
Neither TV or washing machine is Working"
903,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 22 June 2024,1.0 out of 5 stars,Never buy TV from LG - they don’t give stand and take days to install,Never buy TV from LG - they don’t give stand and take days to install. It has been 2 weeks and no sign of stand or installation.
904,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 9 April 2024,1.0 out of 5 stars,False promises from LG,"LG has offered vouchers, and when I claim them it shows as claimed but with the empty gift card code, I called customer care of LG, they said and higher executive will call me back but no response from LG till now.. very pathetic service from LG"
905,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 15 April 2024,1.0 out of 5 stars,"Dead pixels will apear soon ,oled is very fragile","Oled are very prone to damage ,pls don't ,mine screen dead pixels just after warranty. pls don't buy from lG."
906,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 28 August 2023,1.0 out of 5 stars,Most pathetic LG quality,My oled tv panel malfunctioned within 18 months. Thankfully I bought 5 yr extended warranty else they would have charges 1L plus for the new panel. Till now I've seen all LG products break down just after expiry of warranty. This is last nail in their coffin and I'll stay away from all LG products and their pathetic service staffs
907,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 22 July 2023,1.0 out of 5 stars,Bilkul bakwas tv hai,"request to all don't buy lg oled tv, i share my experience that i have purchased lg oled tv 55 inches and use only 3 days and tv's panel was defective, company told my that it is electronic item and it's is normal to happen and also denied to proper services. so please don't waste your money on lg oled tv."
908,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A3PSA (Rocky Black),Reviewed in India on 20 September 2023,1.0 out of 5 stars,LG is giving pathetic quality lately,Exactly like some other reviews says. LG TVs starts malfunctioning just after their warranty period. I have been using LG for last 23 years. Last 5-6 years has been extremely bad quality
909,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 26 July 2024,1.0 out of 5 stars,Irresponsible,I was delivered a damaged product
910,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 4 February 2024,2.0 out of 5 stars,Incomplete supply without stand or wall attachment,"This product was delivered in time but didn’t hv anything like stand or wall attachment. And LG cud not supply a stand easily, not sure whether they can arrange that"
911,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 2 August 2024,1.0 out of 5 stars,Poor product,"Poor product poor quality

After spending 1 lakh got failed, years spend lot of money to repair it , Poor quality service on LG products including my washing machine, technician who comes to across to access problem, we have to pay them, still problem is not rectified, asked company has no answer, technician took extra money from me to rectify problem but can’t do it , poor service of company & your service providers , no more LG product,
Neither TV or washing machine is Working"
912,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 22 June 2024,1.0 out of 5 stars,Never buy TV from LG - they don’t give stand and take days to install,Never buy TV from LG - they don’t give stand and take days to install. It has been 2 weeks and no sign of stand or installation.
913,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 9 April 2024,1.0 out of 5 stars,False promises from LG,"LG has offered vouchers, and when I claim them it shows as claimed but with the empty gift card code, I called customer care of LG, they said and higher executive will call me back but no response from LG till now.. very pathetic service from LG"
914,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 15 April 2024,1.0 out of 5 stars,"Dead pixels will apear soon ,oled is very fragile","Oled are very prone to damage ,pls don't ,mine screen dead pixels just after warranty. pls don't buy from lG."
915,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 28 August 2023,1.0 out of 5 stars,Most pathetic LG quality,My oled tv panel malfunctioned within 18 months. Thankfully I bought 5 yr extended warranty else they would have charges 1L plus for the new panel. Till now I've seen all LG products break down just after expiry of warranty. This is last nail in their coffin and I'll stay away from all LG products and their pathetic service staffs
916,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A3PSA (Rocky Black),Reviewed in India on 22 July 2023,1.0 out of 5 stars,Bilkul bakwas tv hai,"request to all don't buy lg oled tv, i share my experience that i have purchased lg oled tv 55 inches and use only 3 days and tv's panel was defective, company told my that it is electronic item and it's is normal to happen and also denied to proper services. so please don't waste your money on lg oled tv."
