,모델명,날짜,별점,제목,본문
826,"LG 833 L Frost Free Smart Inverter Compressor Wi-Fi Side-By-Side 5 Star Appliance (Gc-B307Ssvl, Noble Steel2, Door Cooling+ | Hygiene Fresh+)",Reviewed in India on 8 May 2024,3.0 out of 5 stars,some damages and scratches,"Some damages and dent in refrigerator door. it's not like that to doing a perfect business professions.
Please correct yourself."
827,"LG 833 L Frost Free Smart Inverter Compressor Wi-Fi Side-By-Side 5 Star Appliance (Gc-B307Ssvl, Noble Steel2, Door Cooling+ | Hygiene Fresh+)",Reviewed in India on 27 May 2024,1.0 out of 5 stars,Don’t buy any LG product,"After 2 months of buy
Fridge shut down
And after 10 days they said part is not available now
Please don’t buy any LG product

Go for samsung
LG Brand
Is
Bad
Worse
Worst"
828,"LG 833 L Frost Free Smart Inverter Compressor Wi-Fi Side-By-Side 5 Star Appliance (Gc-B307Ssvl, Noble Steel2, Door Cooling+ | Hygiene Fresh+)",Reviewed in India on 20 February 2024,1.0 out of 5 stars,Part is missing,Back handle is missing
829,"LG 650 L Frost Free Smart Inverter Double Door Side By Side Refrigerator (2023 Model, GL-B257HDS3, Dazzle Steel, Convertible)",Reviewed in India on 29 June 2024,1.0 out of 5 stars,World ki Sabse ghatiya Company LG,"Mat Lena koi bhi is Refrigerator ko Bahut Pachhtaoge jaise ki hum.. "" कचरे का डिब्बा"""
830,"LG 650 L Frost Free Smart Inverter Double Door Side By Side Refrigerator (2023 Model, GL-B257HDS3, Dazzle Steel, Convertible)",Reviewed in India on 20 May 2024,3.0 out of 5 stars,Is it LG compony original product.,"Play Video
In the market all LG refrigerator compony (LG) label right side but in my fefrigerator left side. Is it LG product ? Please clarify."
831,"LG 650 L Frost Free Smart Inverter Double Door Side By Side Refrigerator (2023 Model, GL-B257HDS3, Dazzle Steel, Convertible)",Reviewed in India on 15 November 2023,2.0 out of 5 stars,Poor Fit & Finish,"Loose hinges, Very poor plastic fittings, uneven back panels , no egg trays …the list is long.

I was trying to buy a premium product of LG, thoroughly disappointed."
832,"LG 650 L Frost Free Smart Inverter Double Door Side By Side Refrigerator (2023 Model, GL-B257HDS3, Dazzle Steel, Convertible)",Reviewed in India on 11 January 2024,1.0 out of 5 stars,"Product is good, delivery is pathetic","Dent on door side..... Door alignment is changed totally unhappy on delivery and instalation
Product is good and working fine"
833,"LG 674 L Frost-Free Inverter Linear Compressor Wi-Fi Side-By-Side Refrigerator (GC-X257CSES, Noble Steel, Door Cooling+, Hygiene Fresh+, Water and Ice Dispenser with UV Nano, 2022 Model)",Reviewed in India on 21 January 2024,1.0 out of 5 stars,Very poor servicing,The product is good but terrible and inefficient servuce system. Food wastage a problem due to delayed service. Very very bad
834,"LG 674 L Frost-Free Inverter Linear Compressor Wi-Fi Side-By-Side Refrigerator (GC-X257CSES, Noble Steel, Door Cooling+, Hygiene Fresh+, Water and Ice Dispenser with UV Nano, 2022 Model)",Reviewed in India on 6 June 2023,1.0 out of 5 stars,Very poor quality/ waste of money,Broke down within 5 months of purchase. The most core component- the compressor- is defective and low grade quality. Better to go for tries and tested Godrej or maybe Samsung. Life’s bad with LG
835,"LG 308 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T322RPZY, Shiny Steel, Convertible, 2022 Model)",Reviewed in India on 22 May 2024,3.0 out of 5 stars,Product is average,"I shift from Samsung refrigerator to LG due to its brand value
But I mistaken my self
After using 1 year and more I'm forced to write a review
Fan motor stop working.Freezer section is not working .
Even freezer section didn't have any light.light should be their in freezer section.
LG customer service response was great .
But default with in 2 years is not acceptable ...
My last Samsung refrigerator 210 l working flawlessly from last 12 years without any repair and default.
Recurrent default is not acceptable"
836,"LG 308 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T322RPZY, Shiny Steel, Convertible, 2022 Model)",Reviewed in India on 26 October 2020,1.0 out of 5 stars,Defective product delivered,After a long wait.. got a defective product delivered.. waiting since four days to get the pickup done. U can get the same model outside with price less than 30k....
837,"LG 308 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T322RPZY, Shiny Steel, Convertible, 2022 Model)",Reviewed in India on 17 August 2022,1.0 out of 5 stars,"Bad product, not worth for money","Bad product, poor service by Amazon, no one comes for installation."
838,"LG 308 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T322RPZY, Shiny Steel, Convertible, 2022 Model)",Reviewed in India on 17 January 2021,1.0 out of 5 stars,Bad,Bad
839,"LG 308 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T322RPZY, Shiny Steel, Convertible, 2022 Model)",Reviewed in India on 30 June 2021,1.0 out of 5 stars,Do not waste your money,"This model or series have defective central cooling sensor system. Freezer will be non functioning because of this fault. Within two years , I have changed the part two times, both after the 1 year warranty period."
840,"LG 592 L 1 Star Frost Free Inverter Wi-Fi Double Door Refrigerator (2023 Model, GR-H812HLHM, Platinum Silver3, With Hygiene Fresh+ & Door Cooling+)",Reviewed in India on 12 July 2024,1.0 out of 5 stars,Don't trust LG..,"In 1 year compressor pump stopped working and service center changed with a new one...it run smoothly for another year and again same problem with comprwssor( stopped working)
Whirlpool is far better ..no complaints
Buy cheap.chinese fridge rather than
LG"
841,"LG 592 L 1 Star Frost Free Inverter Wi-Fi Double Door Refrigerator (2023 Model, GR-H812HLHM, Platinum Silver3, With Hygiene Fresh+ & Door Cooling+)",Reviewed in India on 6 December 2023,1.0 out of 5 stars,Worst product ever,"Cooling efficiency is avarage, side gets heated too much while using, don't know how company like LG made this third class product."
842,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 13 August 2023,2.0 out of 5 stars,Smart fridge but not smart,It's a not a good buy n I'm regretting spending so much money on this . It's not working good n within three months has started creating problems. Now company says we need to spend 25k more on AMC cos this fridge won't work . It's really so much harassing for a middle class family.
843,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 8 November 2023,1.0 out of 5 stars,"VERY BAD PRODUCT.DON,T BUY","ITS JUST 9 MONTHS AND IT STARTED PROBLEMS OF SOUND ,NO COOLING,
AND MAJOR PROBLEM IS PCB NOT WORKING.
REPORTED PROBLEM TO LG REPR.
NO REPONSE FRON SERVICE CENTER OR COMPANY.
DON,T BUY THIS COMPANY REFRIGERATOR.
BUY HAIER OR WHIRLPOOL,"
844,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 14 February 2023,2.0 out of 5 stars,Non convertible low quality,"This Ref is non convertible. Paying so much and not getting basic features is VERY Sad. No egg tray, no Icebox tray. Freezer tray only 1. Toughen glass quality is low. Haier has better design and esthetics."
845,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 13 August 2022,1.0 out of 5 stars,"Kya 80 ,90 hzar k product ki kmpani ki koi zimmewari nahin","Ye nehayt hi ghtiya product hai abhi teen sal bhi pure nahi hue hai or door ki said k rack khud hi crack ho ja rahe hain.Customer care se koi tsalli baksh jwab nhi mila.sari zimmeDari customer per daal de rahe hain
Meri sb ko ray hai k LG ka ye side by side door Refrigerator na Len or apni khun pasine ki kmai ko brbad hone se bcha lo."
846,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 8 April 2023,2.0 out of 5 stars,Piece with dent delivered,Play Video
847,"LG 688 L Frost-Free Smart Inverter Compressor Side-By-Side Refrigerator (GC-B257KQDV, Dark Graphite Steel, Multi Digital Sensors and Express Freezing, 2022 Model)",Reviewed in India on 11 July 2023,2.0 out of 5 stars,Service is not good,"Not cooling properly,n technicians visited but have no knowledge about side by side refrigerator, trying to make me a fool...
Not good service technicians"
848,"LG 185 L 3 Star Direct-Cool Single Door Refrigerator (GL-B201ASVD, Scarlet Victoria, Moist 'N' Fresh, Gross Volume- 190 L)",Reviewed in India on 7 May 2023,1.0 out of 5 stars,Disappointed of Amazon service for delivery,"Product is working good condition and so happy to say that LG products is for good.
But if I talk about of Amazon service & Delivery of product is so disappointed.
Because my product delivery date was dated 02 may 2023 but product was delivered next day when I proper follow."
849,"LG 185 L 3 Star Direct-Cool Single Door Refrigerator (GL-B201ASVD, Scarlet Victoria, Moist 'N' Fresh, Gross Volume- 190 L)",Reviewed in India on 15 August 2023,1.0 out of 5 stars,Never buy this model,"One delivered - Faulty base
Replacement - Faulty base"
850,"LG 185 L 3 Star Direct-Cool Single Door Refrigerator (GL-B201ASVD, Scarlet Victoria, Moist 'N' Fresh, Gross Volume- 190 L)",Reviewed in India on 22 April 2024,1.0 out of 5 stars,Worst Product,"I purchased it last year using a different Amazon ID, and now the cooling system isn't working. Despite complaining, I've been waiting for an LG technician for four days. I'm not sure what to say; it seems like the worst customer support."
